pt,eta,phi,charge,pos_x,pos_y,pos_z,dir_x,dir_y,dir_z,particle_type,event_id,et,theta,isolationPFChargedHadrCandsPtSum,isolationPFGammaCandsEtSum,maximumHCALPFClusterEt,emFraction,hcalTotOverPLead,hcalMaxOverPLead,hcal3x3OverPLead,ecalStripSumEOverPLead,bremsRecoveryEOverPLead,electronPreIDOutput,electronPreIDDecision,hasMuonReference,caloComp,segComp,muonDecision,energy,hadronicOverEm,hadronicDepth1OverEcal,hadronicDepth2OverEcal,e1x5,e2x5,e3x3,e5x5,maxEnergyXtal,sigmaEtaEta,sigmaIetaIeta,r1x5,r2x5,r9,ecalRecHitSumEtConeDR04,hcalTowerSumEtConeDR04,hcalDepth1TowerSumEtConeDR04,hcalDepth2TowerSumEtConeDR04,trkSumPtSolidConeConeDR04,trkSumPtHollowConeDR04,nTrkSolidConeDR04,nTrkHollowConeDR04,ecalRecHitSumEtDR03,hcalTowerSumEtDR03,hcalDepth1TowerSumEtDR03,hcalDepth2TowerSumEtDR03,trkSumPtSolidConeDR03,trkSumPtHollowConeDR03,nTrkSolidConeDR03,nTrkHollowConeDR03,rp_x,rp_y,rp_z,calo_energy,chi2,ndof
7.20463,-4.32598,0.526057,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.25958,3.8346,1.65765,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.64175,3.89051,0.542219,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.58699,-3.7353,2.25361,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0903,-3.08976,-0.376229,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.1092,4.3883,-2.8986,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.29067,-3.56149,0.458255,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.587,2.38164,-0.641187,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.95315,2.85489,-1.52487,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.30144,3.33038,1.05416,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.39865,4.52845,1.1197,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.47627,3.26821,0.116017,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.47863,-2.83329,-2.56045,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.55279,1.32503,-1.74518,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.56542,-3.45709,-0.904933,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.922,2.15109,1.40025,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.22277,-4.50604,1.49688,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.45739,-3.51534,-1.56058,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.5578,2.56975,-0.100972,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.55948,3.90933,-0.602438,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.70697,2.73287,-2.94536,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.85474,4.20792,-2.04254,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.44888,3.93138,2.55861,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5115,-3.41443,2.93623,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.68476,-4.17834,-0.39222,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.82804,4.53818,-0.191095,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.03914,-2.76026,0.676006,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.1035,2.73002,0.755415,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.163,1.36122,2.75651,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.16962,-4.30907,-2.48813,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.32197,-2.83093,-1.44108,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.46595,3.21272,-1.07453,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.811,-3.69881,1.11129,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.3269,3.43586,-2.89168,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.1252,2.98692,-2.15504,0.0,,,,,,,tau,Event_652058695,,,,,0.0,-1.0,0.0,0.0,0.0,0.0,,-1111.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.20504,1.34418,0.630676,-1.0,,,,,,,tau,Event_652058695,,,0.0,0.0,1.86333,0.0,1.34512,0.517944,0.517944,0.0,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.626393,0.249201,1.89249,1.0,,,,,,,tau,Event_652058695,,,0.0,0.0,1.24902,0.0812458,4.36551,1.93711,0.886428,0.386044,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.767158,-1.12779,2.95444,1.0,,,,,,,tau,Event_652058695,,,0.0,0.0,0.596343,0.0,1.0,1.0,1.0,0.0,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.62002,1.91535,-1.44081,1.0,,,,,,,tau,Event_652058695,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.01704,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.34023,0.102519,-2.25732,1.0,,,,,,,tau,Event_652058695,,,0.0,0.0,0.771775,0.564446,0.61826,0.61826,0.0,0.290731,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.36067,-1.03359,1.57139,-1.0,,,,,,,tau,Event_652058695,,,0.0,0.0,0.757827,0.509409,1.24075,0.697236,0.697236,0.0,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.879147,-1.71717,-2.0005,1.0,,,,,,,tau,Event_652058695,,,0.541895,0.0,0.6236,0.516808,0.770781,0.770781,0.770781,0.0,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.940671,1.98845,2.15115,1.0,,,,,,,tau,Event_652058695,,,0.0,1.43291,0.0,1.0,0.0,0.0,0.0,1.44667,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.49675,-0.749278,-2.61944,1.0,,,,,,,tau,Event_652058695,,,2.12443,0.0,1.57696,0.0,1.11866,1.11866,1.11866,0.0,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.63055,0.452284,0.212,1.0,,,,,,,tau,Event_652058695,,,3.3031,0.0,2.37168,0.27656,1.64781,1.01429,1.64781,0.62993,,-999.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.14891,1.99151,,0.000737061,0.000605129,0.0297981,,,,photon,Event_652058695,45.2425,,,,,,,,,,,,,,,,,78.5351,0.0744302,0.0744302,0.0,47.152,61.188,59.9244,64.6009,36.8899,0.00949385,0.00955503,0.729896,0.947169,0.780325,6.76388,4.06528,4.06528,0.0,13.4761,4.5549,3.0,2.0,5.01956,3.54791,3.54791,0.0,9.48741,0.566217,2.0,1.0,,,,,,
,-0.493941,-1.2057,,0.000737061,0.000605129,0.0297981,,,,photon,Event_652058695,42.4256,,,,,,,,,,,,,,,,,47.7072,0.174498,0.174498,0.0,36.3906,39.6701,39.7301,41.6558,31.8731,0.00882241,0.00898588,0.873603,0.95233,0.836822,2.66178,2.56783,2.56783,0.0,10.2394,10.2394,2.0,2.0,1.42991,2.56783,2.56783,0.0,10.2394,10.2394,2.0,2.0,,,,,,
1.26326,1.29105,-2.94473,1.0,0.000730567,0.000598249,0.029667,-0.501427,-0.100008,0.859401,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0659,24.0
0.998461,-0.397289,-3.01924,-1.0,0.000719561,0.00064677,-0.017056,-0.919035,-0.113013,-0.377627,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.2606,15.0
0.804481,-0.867508,-2.91924,1.0,0.000713239,0.00067661,0.0296498,-0.696461,-0.157462,-0.700106,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5822,18.0
0.780912,-1.34885,-2.82565,1.0,0.000723997,0.000624099,0.0297359,-0.462248,-0.151106,-0.873781,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7221,23.0
3.24169,1.31652,-2.82603,1.0,0.000740633,0.000573136,0.0296898,-0.475494,-0.155234,0.865915,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5986,25.0
1.90015,0.668008,-2.77015,1.0,0.000745142,0.000571643,0.049777,-0.756617,-0.294723,0.583668,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0432,15.0
1.27065,0.747726,-2.74419,1.0,0.000725891,0.000620408,0.049721,-0.713224,-0.299368,0.63379,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6873,15.0
1.00566,-0.255383,-2.67583,1.0,0.000701481,0.000658996,-0.0169269,-0.865114,-0.434847,-0.249973,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83609,17.0
1.49675,-0.749278,-2.61944,1.0,0.000698883,0.0006494,-0.0978664,-0.669774,-0.385403,-0.634718,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.18552,15.0
3.04537,0.724945,-2.65907,-1.0,0.000748074,0.000576367,0.0497249,-0.695048,-0.364081,0.619963,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5018,15.0
1.31269,1.51588,-2.59611,1.0,0.000718263,0.000620765,-0.0483374,-0.358209,-0.217402,0.907977,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.2285,29.0
1.66226,0.870599,-2.63759,-1.0,0.000725578,0.000618959,0.0497985,-0.623898,-0.344091,0.701678,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8094,12.0
0.855113,0.284978,-2.57563,-1.0,0.000710261,0.000628676,-0.0977716,-0.810922,-0.515166,0.277506,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2947,7.0
0.886916,-0.917542,-2.54834,-1.0,0.000710971,0.000632216,-0.0359703,-0.571293,-0.38521,-0.724733,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34717,15.0
3.53112,0.523915,-2.47512,1.0,0.000741259,0.000596914,0.0496581,-0.689233,-0.542098,0.480716,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5136,15.0
1.61309,0.824169,-2.26274,1.0,0.000676218,0.000652493,-0.0977048,-0.46939,-0.566475,0.677332,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.20718,16.0
0.857215,1.65259,-2.29222,-1.0,0.00070398,0.000633779,0.0297293,-0.244067,-0.27748,0.929212,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42888,9.0
2.09589,-0.791994,-2.1211,-1.0,0.000737753,0.000606752,0.0298935,-0.393086,-0.640698,-0.659537,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.09341,15.0
0.879147,-1.71717,-2.0005,1.0,0.000666554,0.000640928,0.0297939,-0.144948,-0.316297,-0.937521,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.1641,41.0
1.11676,0.409783,-1.90783,1.0,0.000775282,0.000598334,-0.0801365,-0.304744,-0.869691,0.388289,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53427,7.0
0.974381,1.35137,-1.92805,-1.0,0.000973177,0.000523391,-0.0975422,-0.169695,-0.454611,0.874376,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.900693,1.0
1.20999,0.629716,-1.81252,1.0,0.000680699,0.00062453,0.0297939,-0.198669,-0.805808,0.557856,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103979,4.0
1.02094,-0.0971336,-1.78751,-1.0,0.000687164,0.000621864,0.0298406,-0.214012,-0.97202,-0.0968292,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.802,15.0
0.942046,1.31145,-1.70538,-1.0,0.000790602,0.00060931,-0.0981921,-0.0674102,-0.497845,0.864642,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.850605,3.0
2.18174,1.9662,-1.47388,1.0,0.000596593,0.000607772,-0.0973501,0.0265713,-0.273307,0.96156,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.402,13.0
1.70193,-0.484394,-1.37998,-1.0,0.000714476,0.000610407,0.0298063,0.169394,-0.876941,-0.449756,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.288584,1.0
13.9403,-0.494227,-1.22783,1.0,0.000747645,0.000620096,0.0297808,0.299017,-0.837391,-0.457565,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3635,17.0
2.15413,-0.419461,-1.18185,1.0,0.000723416,0.000622371,-0.0979154,0.348136,-0.849475,-0.396476,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4593,15.0
2.42536,-1.1687,-1.20744,-1.0,0.000707459,0.00061083,-0.035821,0.201449,-0.529792,-0.823856,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8406,20.0
7.86151,-0.516426,-1.16193,-1.0,0.000708728,0.000604748,0.0298768,0.349868,-0.807482,-0.474937,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2517,16.0
3.66243,1.59068,-0.986792,-1.0,0.000755368,0.000645298,-0.0978068,0.215764,-0.326466,0.920253,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3309,19.0
1.22667,0.0254604,-0.90022,-1.0,0.000785095,0.000658529,0.0297639,0.621236,-0.78321,0.0254549,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9079,15.0
0.904906,1.90006,-0.817317,1.0,0.000895918,0.000787939,-0.097423,0.200174,-0.213378,0.956243,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1672,37.0
0.83995,-0.116093,-0.682411,-1.0,0.00069467,0.000592952,-0.0978384,0.770854,-0.62644,-0.115574,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.70226,16.0
1.31477,1.53565,-0.551617,1.0,0.000783743,0.000729272,-0.0980596,0.350511,-0.21568,0.911386,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2844,23.0
0.78501,1.15708,-0.59649,-1.0,0.000777391,0.000709611,-0.0980399,0.473421,-0.321451,0.820086,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.354,21.0
1.73144,1.82616,-0.477627,1.0,0.000426766,6.13641e-05,-0.102708,0.27879,-0.144301,0.949449,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5121,15.0
0.871798,1.49539,-0.263007,1.0,0.000781391,0.000812481,0.0301555,0.412194,-0.110981,0.904311,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.459,7.0
3.3031,0.437702,-0.246553,-1.0,0.00073676,0.000641005,0.0498186,0.883744,-0.222415,0.411738,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.14163,15.0
1.09204,1.76436,-0.203973,-1.0,0.000706012,0.00057008,-0.0973195,0.325928,-0.0674181,0.942988,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6693,15.0
0.945444,1.60939,-0.176073,-1.0,0.000725224,0.000670862,-0.0986976,0.378685,-0.0673738,0.92307,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1795,24.0
2.23807,0.0196031,-0.137904,-1.0,0.000719654,0.000541545,0.0495871,0.990316,-0.137441,0.0196005,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0111,12.0
1.15408,1.05582,-0.0124589,1.0,0.000727516,0.000602636,0.0297649,0.62064,-0.00773288,0.784058,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.51666,10.0
1.01834,-0.662149,0.196416,-1.0,0.000747955,0.000459503,-0.0979547,0.799098,0.159006,-0.579792,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0394,16.0
0.969529,0.554657,0.407796,-1.0,0.000746037,0.000570385,0.029791,0.792876,0.342533,0.504003,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7665,12.0
1.34569,1.29257,0.489124,1.0,0.000772351,0.00052899,0.029792,0.450759,0.239922,0.859798,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9938,17.0
0.776204,-1.65476,0.517374,-1.0,0.000777186,0.000525869,0.0299294,0.320533,0.182409,-0.929508,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5011,41.0
3.20504,1.34418,0.630676,-1.0,0.00078246,0.000539362,0.0497813,0.394369,0.287949,0.872673,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.1393,17.0
2.5055,1.86146,0.711603,1.0,0.000752693,0.000583916,0.0296277,0.229888,0.198237,0.952813,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3996,19.0
1.13889,-0.370184,0.687414,-1.0,0.000686316,0.00066448,0.0497737,0.722797,0.593414,-0.354153,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25376,10.0
0.766191,-0.823173,0.770549,-1.0,0.000681161,0.000655445,-0.0978892,0.528225,0.512766,-0.676793,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3334,14.0
1.46512,0.373896,0.969278,1.0,0.00079462,0.000566989,0.0298026,0.528519,0.770024,0.357395,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.48618,13.0
1.38361,-1.00603,1.00288,1.0,0.000558258,0.000720163,-0.0976637,0.346972,0.543816,-0.764117,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7454,11.0
1.47014,-2.19711,1.09355,-1.0,0.000717166,0.000618304,0.0495631,0.100842,0.195007,-0.975604,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7341,27.0
1.08025,-0.0111934,1.25278,1.0,0.000670497,0.000632543,-0.00751927,0.312663,0.949798,-0.011193,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.37508,15.0
1.13679,1.61948,1.29214,1.0,0.000755231,0.000605046,0.0307657,0.104816,0.366366,0.924548,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6232,39.0
1.41725,-0.374408,1.34102,1.0,0.000680242,0.00062779,-0.0977486,0.212674,0.909241,-0.357842,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.79747,9.0
1.69884,-0.217952,1.31377,-1.0,0.000759202,0.00060466,0.029777,0.248283,0.944626,-0.214565,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7717,16.0
2.30447,0.786987,1.47322,1.0,0.000834974,0.000607767,-0.0977992,0.0734684,0.750566,0.656699,track,Event_652058695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.50041,9.0
