pt,eta,phi,charge,pos_x,pos_y,pos_z,particle_type,event_id
1.40585,1.871,1.17689,-1.0,0.0133436,-0.0046056,0.117503,muon,617219441
0.82746,1.91583,3.10358,1.0,0.000938866,0.00693513,-0.027999,muon,617219441
15.1042,-0.27396,0.628889,-1.0,0.000250305,0.00126549,-0.0197926,electron,1096394829
34.8154,-0.289916,0.646066,0.0,0.000748383,0.000620005,-0.0196609,photon,1096394829
1.178,-2.23924,1.96719,-1.0,0.000516917,0.000539384,-0.0530887,muon,1096394829
12.619,0.00057156,3.0627,1.0,0.000721938,0.000641798,-0.019727,muon,1096394829
21.883,2.42651,0.906854,1.0,0.0018009,-0.000215327,-0.0398944,electron,616817033
10.4819,2.34229,1.04392,-1.0,-1.38397e-05,0.00100939,-0.0393985,electron,616817033
21.7558,2.3731,0.866434,0.0,0.000710576,0.000642483,0.120581,photon,616817033
10.4938,2.28583,1.11336,0.0,0.000710576,0.000642483,0.120581,photon,616817033
13.5993,-0.303196,2.31785,1.0,0.000688844,0.000632309,0.00534055,electron,617699401
